claim_id,transaction_date,accident_date,reported_date,transaction_type,paid_amount,case_reserve,transaction_number,line_of_business,cumulative_paid
52,2022-02-22 04:06:01.809045224,2021-01-09 04:06:01.809045224,2021-04-14 04:06:01.809045224,Final Payment,5789.223393317045,0.0,2,Property,5789.223393317045
53,2021-01-24 12:10:51.256281404,2021-01-16 12:10:51.256281404,2021-01-24 12:10:51.256281404,Initial Reserve,0.0,4540.788774493348,1,Liability,0.0
53,2021-10-27 12:10:51.256281404,2021-01-16 12:10:51.256281404,2021-01-24 12:10:51.256281404,Partial Payment,1833.4314380941382,2707.3573363992095,2,Liability,1833.4314380941382
53,2022-07-30 12:10:51.256281404,2021-01-16 12:10:51.256281404,2021-01-24 12:10:51.256281404,Final Payment,2707.3573363992095,0.0,3,Liability,4540.788774493348
54,2021-02-05 20:15:40.703517588,2021-01-23 20:15:40.703517588,2021-02-05 20:15:40.703517588,Initial Reserve,0.0,6342.895180663516,1,Liability,0.0
54,2021-04-20 20:15:40.703517588,2021-01-23 20:15:40.703517588,2021-02-05 20:15:40.703517588,Partial Payment,2582.9883843936695,3759.9067962698464,2,Liability,2582.9883843936695
54,2021-07-03 20:15:40.703517588,2021-01-23 20:15:40.703517588,2021-02-05 20:15:40.703517588,Final Payment,3759.9067962698464,0.0,3,Liability,6342.895180663516
55,2021-03-27 04:20:30.150753768,2021-01-31 04:20:30.150753768,2021-03-27 04:20:30.150753768,Initial Reserve,0.0,2703.4061738590212,1,Property,0.0
55,2022-01-06 04:20:30.150753768,2021-01-31 04:20:30.150753768,2021-03-27 04:20:30.150753768,Final Payment,2703.4061738590212,0.0,2,Property,2703.4061738590212
56,2021-04-03 12:25:19.597989948,2021-02-07 12:25:19.597989948,2021-04-03 12:25:19.597989948,Initial Reserve,0.0,4325.784408712307,1,Liability,0.0
56,2021-05-14 12:25:19.597989948,2021-02-07 12:25:19.597989948,2021-04-03 12:25:19.597989948,Partial Payment,1807.2534792241138,2518.5309294881927,2,Liability,1807.2534792241138
56,2021-06-24 12:25:19.597989948,2021-02-07 12:25:19.597989948,2021-04-03 12:25:19.597989948,Final Payment,2518.5309294881927,0.0,3,Liability,4325.784408712307
57,2021-04-10 20:30:09.045226128,2021-02-14 20:30:09.045226128,2021-04-10 20:30:09.045226128,Initial Reserve,0.0,5769.800904930865,1,Auto,0.0
57,2021-09-12 08:30:09.045226128,2021-02-14 20:30:09.045226128,2021-04-10 20:30:09.045226128,Partial Payment,1994.5923068204318,3775.208598110433,2,Auto,1994.5923068204318
57,2022-02-13 20:30:09.045226128,2021-02-14 20:30:09.045226128,2021-04-10 20:30:09.045226128,Final Payment,3775.208598110433,0.0,3,Auto,5769.800904930865
58,2025-06-01 04:34:58.492462312,2021-02-22 04:34:58.492462312,2025-06-01 04:34:58.492462312,Initial Reserve,0.0,6324.4530171460765,1,Auto,0.0
58,2025-08-18 16:34:58.492462312,2021-02-22 04:34:58.492462312,2025-06-01 04:34:58.492462312,Partial Payment,2358.027122569423,3966.4258945766533,2,Auto,2358.027122569423
58,2025-11-05 04:34:58.492462312,2021-02-22 04:34:58.492462312,2025-06-01 04:34:58.492462312,Final Payment,3966.4258945766533,0.0,3,Auto,6324.4530171460765
59,2021-04-29 12:39:47.939698488,2021-03-01 12:39:47.939698488,2021-04-29 12:39:47.939698488,Initial Reserve,0.0,5675.056969023483,1,Auto,0.0
59,2022-02-01 00:39:47.939698488,2021-03-01 12:39:47.939698488,2021-04-29 12:39:47.939698488,Partial Payment,3386.163355378493,2288.89361364499,2,Auto,3386.163355378493
59,2022-11-05 12:39:47.939698488,2021-03-01 12:39:47.939698488,2021-04-29 12:39:47.939698488,Final Payment,2288.89361364499,0.0,3,Auto,5675.056969023483
60,2021-06-19 20:44:37.386934672,2021-03-08 20:44:37.386934672,2021-06-19 20:44:37.386934672,Initial Reserve,0.0,2950.390988800026,1,Auto,0.0
60,2021-12-30 20:44:37.386934672,2021-03-08 20:44:37.386934672,2021-06-19 20:44:37.386934672,Partial Payment,1142.4186613203008,1807.9723274797254,2,Auto,1142.4186613203008
60,2022-07-12 20:44:37.386934672,2021-03-08 20:44:37.386934672,2021-06-19 20:44:37.386934672,Final Payment,1807.9723274797254,0.0,3,Auto,2950.390988800026
61,2021-06-10 04:49:26.834170856,2021-03-16 04:49:26.834170856,2021-06-10 04:49:26.834170856,Initial Reserve,0.0,2588.0758514997633,1,Auto,0.0
61,2021-06-26 16:49:26.834170856,2021-03-16 04:49:26.834170856,2021-06-10 04:49:26.834170856,Partial Payment,913.3591025464697,1674.7167489532935,2,Auto,913.3591025464697
61,2021-07-13 04:49:26.834170856,2021-03-16 04:49:26.834170856,2021-06-10 04:49:26.834170856,Final Payment,1674.7167489532935,0.0,3,Auto,2588.0758514997633
62,2021-05-26 12:54:16.281407032,2021-03-23 12:54:16.281407032,2021-05-26 12:54:16.281407032,Initial Reserve,0.0,8087.2815401962225,1,Auto,0.0
62,2021-09-07 12:54:16.281407032,2021-03-23 12:54:16.281407032,2021-05-26 12:54:16.281407032,Final Payment,8087.2815401962225,0.0,2,Auto,8087.2815401962225
63,2021-04-23 20:59:05.728643216,2021-03-30 20:59:05.728643216,2021-04-23 20:59:05.728643216,Initial Reserve,0.0,6764.845247716624,1,Liability,0.0
63,2021-05-29 08:59:05.728643216,2021-03-30 20:59:05.728643216,2021-04-23 20:59:05.728643216,Partial Payment,3589.4714701601606,3175.373777556463,2,Liability,3589.4714701601606
63,2021-07-03 20:59:05.728643216,2021-03-30 20:59:05.728643216,2021-04-23 20:59:05.728643216,Final Payment,3175.373777556463,0.0,3,Liability,6764.845247716624
64,2021-06-17 05:03:55.175879392,2021-04-07 05:03:55.175879392,2021-06-17 05:03:55.175879392,Initial Reserve,0.0,2795.1766948548257,1,Auto,0.0
64,2022-06-05 05:03:55.175879392,2021-04-07 05:03:55.175879392,2021-06-17 05:03:55.175879392,Partial Payment,1566.8870436862119,1228.2896511686138,2,Auto,1566.8870436862119
64,2023-05-24 05:03:55.175879392,2021-04-07 05:03:55.175879392,2021-06-17 05:03:55.175879392,Final Payment,1228.2896511686138,0.0,3,Auto,2795.1766948548257
65,2021-04-29 13:08:44.623115576,2021-04-14 13:08:44.623115576,2021-04-29 13:08:44.623115576,Initial Reserve,0.0,11614.285750640514,1,Auto,0.0
65,2022-03-24 13:08:44.623115576,2021-04-14 13:08:44.623115576,2021-04-29 13:08:44.623115576,Partial Payment,3535.369203634024,8078.916547006491,2,Auto,3535.369203634024
65,2023-02-16 13:08:44.623115576,2021-04-14 13:08:44.623115576,2021-04-29 13:08:44.623115576,Final Payment,8078.916547006491,0.0,3,Auto,11614.285750640514
66,2021-05-17 21:13:34.070351760,2021-04-21 21:13:34.070351760,2021-05-17 21:13:34.070351760,Initial Reserve,0.0,4715.171868271012,1,Property,0.0
66,2022-03-29 21:13:34.070351760,2021-04-21 21:13:34.070351760,2021-05-17 21:13:34.070351760,Final Payment,4715.171868271012,0.0,2,Property,4715.171868271012
67,2021-05-19 05:18:23.517587936,2021-04-29 05:18:23.517587936,2021-05-19 05:18:23.517587936,Initial Reserve,0.0,9686.217268721266,1,Auto,0.0
67,2022-04-03 17:18:23.517587936,2021-04-29 05:18:23.517587936,2021-05-19 05:18:23.517587936,Partial Payment,5232.559894092672,4453.657374628594,2,Auto,5232.559894092672
67,2023-02-17 05:18:23.517587936,2021-04-29 05:18:23.517587936,2021-05-19 05:18:23.517587936,Final Payment,4453.657374628594,0.0,3,Auto,9686.217268721266
68,2021-06-11 13:23:12.964824120,2021-05-06 13:23:12.964824120,2021-06-11 13:23:12.964824120,Initial Reserve,0.0,5071.8764010619625,1,Liability,0.0
68,2023-05-26 13:23:12.964824120,2021-05-06 13:23:12.964824120,2021-06-11 13:23:12.964824120,Final Payment,5071.8764010619625,0.0,2,Liability,5071.8764010619625
69,2022-04-13 21:28:02.412060296,2021-05-13 21:28:02.412060296,2022-04-13 21:28:02.412060296,Initial Reserve,0.0,13324.271515390865,1,Auto,0.0
69,2023-08-31 21:28:02.412060296,2021-05-13 21:28:02.412060296,2022-04-13 21:28:02.412060296,Final Payment,13324.271515390865,0.0,2,Auto,13324.271515390865
70,2021-05-26 05:32:51.859296480,2021-05-21 05:32:51.859296480,2021-05-26 05:32:51.859296480,Initial Reserve,0.0,11910.8938071755,1,Liability,0.0
70,2022-03-24 17:32:51.859296480,2021-05-21 05:32:51.859296480,2021-05-26 05:32:51.859296480,Partial Payment,5259.237897200672,6651.655909974828,2,Liability,5259.237897200672
70,2023-01-21 05:32:51.859296480,2021-05-21 05:32:51.859296480,2021-05-26 05:32:51.859296480,Final Payment,6651.655909974828,0.0,3,Liability,11910.8938071755
71,2021-08-02 13:37:41.306532664,2021-05-28 13:37:41.306532664,2021-08-02 13:37:41.306532664,Initial Reserve,0.0,4752.700655661825,1,Property,0.0
71,2022-07-29 13:37:41.306532664,2021-05-28 13:37:41.306532664,2021-08-02 13:37:41.306532664,Partial Payment,2572.450767148434,2180.2498885133914,2,Property,2572.450767148434
71,2023-07-25 13:37:41.306532664,2021-05-28 13:37:41.306532664,2021-08-02 13:37:41.306532664,Final Payment,2180.2498885133914,0.0,3,Property,4752.700655661825
72,2021-06-11 21:42:30.753768840,2021-06-04 21:42:30.753768840,2021-06-11 21:42:30.753768840,Initial Reserve,0.0,6609.067114462536,1,Auto,0.0
72,2021-11-21 09:42:30.753768840,2021-06-04 21:42:30.753768840,2021-06-11 21:42:30.753768840,Partial Payment,3138.496333748698,3470.570780713838,2,Auto,3138.496333748698
72,2022-05-02 21:42:30.753768840,2021-06-04 21:42:30.753768840,2021-06-11 21:42:30.753768840,Final Payment,3470.570780713838,0.0,3,Auto,6609.067114462536
73,2021-07-03 05:47:20.201005024,2021-06-12 05:47:20.201005024,2021-07-03 05:47:20.201005024,Initial Reserve,0.0,7387.851332538637,1,Auto,0.0
73,2022-03-16 05:47:20.201005024,2021-06-12 05:47:20.201005024,2021-07-03 05:47:20.201005024,Final Payment,7387.851332538637,0.0,2,Auto,7387.851332538637
74,2021-09-25 13:52:09.648241200,2021-06-19 13:52:09.648241200,2021-09-25 13:52:09.648241200,Initial Reserve,0.0,9649.77257366803,1,Liability,0.0
74,2022-08-17 13:52:09.648241200,2021-06-19 13:52:09.648241200,2021-09-25 13:52:09.648241200,Partial Payment,6577.620553346449,3072.1520203215805,2,Liability,6577.620553346449
74,2023-07-09 13:52:09.648241200,2021-06-19 13:52:09.648241200,2021-09-25 13:52:09.648241200,Final Payment,3072.1520203215805,0.0,3,Liability,9649.77257366803
75,2021-07-31 21:56:59.095477384,2021-06-26 21:56:59.095477384,2021-07-31 21:56:59.095477384,Initial Reserve,0.0,3315.921588522694,1,Property,0.0
75,2022-01-06 21:56:59.095477384,2021-06-26 21:56:59.095477384,2021-07-31 21:56:59.095477384,Partial Payment,1352.7782562827397,1963.1433322399544,2,Property,1352.7782562827397
75,2022-06-14 21:56:59.095477384,2021-06-26 21:56:59.095477384,2021-07-31 21:56:59.095477384,Final Payment,1963.1433322399544,0.0,3,Property,3315.921588522694
76,2021-07-15 06:01:48.542713568,2021-07-04 06:01:48.542713568,2021-07-15 06:01:48.542713568,Initial Reserve,0.0,6267.303915878818,1,Property,0.0
76,2021-10-14 06:01:48.542713568,2021-07-04 06:01:48.542713568,2021-07-15 06:01:48.542713568,Partial Payment,2009.1116556544837,4258.192260224334,2,Property,2009.1116556544837
76,2022-01-13 06:01:48.542713568,2021-07-04 06:01:48.542713568,2021-07-15 06:01:48.542713568,Partial Payment,2122.9068428948613,2135.2854173294727,3,Property,4132.018498549345
76,2022-04-14 06:01:48.542713568,2021-07-04 06:01:48.542713568,2021-07-15 06:01:48.542713568,Final Payment,2135.2854173294727,0.0,4,Property,6267.303915878818
77,2021-07-27 14:06:37.989949744,2021-07-11 14:06:37.989949744,2021-07-27 14:06:37.989949744,Initial Reserve,0.0,7190.8131918353165,1,Property,0.0
77,2022-03-14 14:06:37.989949744,2021-07-11 14:06:37.989949744,2021-07-27 14:06:37.989949744,Final Payment,7190.8131918353165,0.0,2,Property,7190.8131918353165
78,2021-09-21 22:11:27.437185928,2021-07-18 22:11:27.437185928,2021-09-21 22:11:27.437185928,Initial Reserve,0.0,2018.8291896609796,1,Auto,0.0
78,2021-11-11 22:11:27.437185928,2021-07-18 22:11:27.437185928,2021-09-21 22:11:27.437185928,Partial Payment,666.3248957041444,1352.5042939568352,2,Auto,666.3248957041444
78,2022-01-01 22:11:27.437185928,2021-07-18 22:11:27.437185928,2021-09-21 22:11:27.437185928,Final Payment,1352.5042939568352,0.0,3,Auto,2018.8291896609796
79,2021-08-11 06:16:16.884422112,2021-07-26 06:16:16.884422112,2021-08-11 06:16:16.884422112,Initial Reserve,0.0,2625.080778363337,1,Auto,0.0
79,2021-11-09 06:16:16.884422112,2021-07-26 06:16:16.884422112,2021-08-11 06:16:16.884422112,Final Payment,2625.080778363337,0.0,2,Auto,2625.080778363337
80,2021-09-12 14:21:06.331658288,2021-08-02 14:21:06.331658288,2021-09-12 14:21:06.331658288,Initial Reserve,0.0,1842.6213273699107,1,Auto,0.0
80,2021-09-30 14:21:06.331658288,2021-08-02 14:21:06.331658288,2021-09-12 14:21:06.331658288,Partial Payment,734.3966548324482,1108.2246725374625,2,Auto,734.3966548324482
80,2021-10-18 14:21:06.331658288,2021-08-02 14:21:06.331658288,2021-09-12 14:21:06.331658288,Partial Payment,695.5671608729054,412.6575116645571,3,Auto,1429.9638157053537
80,2021-11-05 14:21:06.331658288,2021-08-02 14:21:06.331658288,2021-09-12 14:21:06.331658288,Final Payment,412.6575116645571,0.0,4,Auto,1842.621327369911
81,2021-09-13 22:25:55.778894472,2021-08-09 22:25:55.778894472,2021-09-13 22:25:55.778894472,Initial Reserve,0.0,3440.331438040025,1,Liability,0.0
81,2022-12-21 22:25:55.778894472,2021-08-09 22:25:55.778894472,2021-09-13 22:25:55.778894472,Final Payment,3440.331438040025,0.0,2,Liability,3440.331438040025
82,2021-09-03 06:30:45.226130648,2021-08-17 06:30:45.226130648,2021-09-03 06:30:45.226130648,Initial Reserve,0.0,5643.449989691057,1,Property,0.0
82,2022-06-06 18:30:45.226130648,2021-08-17 06:30:45.226130648,2021-09-03 06:30:45.226130648,Partial Payment,2507.890250893291,3135.5597387977664,2,Property,2507.890250893291
82,2023-03-10 06:30:45.226130648,2021-08-17 06:30:45.226130648,2021-09-03 06:30:45.226130648,Final Payment,3135.5597387977664,0.0,3,Property,5643.449989691057
83,2022-06-03 14:35:34.673366832,2021-08-24 14:35:34.673366832,2022-06-03 14:35:34.673366832,Initial Reserve,0.0,12155.66382891294,1,Auto,0.0
83,2022-06-18 22:35:34.673366832,2021-08-24 14:35:34.673366832,2022-06-03 14:35:34.673366832,Partial Payment,8267.005480962473,3888.658347950468,2,Auto,8267.005480962473
83,2022-07-04 06:35:34.673366832,2021-08-24 14:35:34.673366832,2022-06-03 14:35:34.673366832,Partial Payment,1860.3431332839625,2028.3152146665054,3,Auto,10127.348614246435
83,2022-07-19 14:35:34.673366832,2021-08-24 14:35:34.673366832,2022-06-03 14:35:34.673366832,Final Payment,2028.3152146665054,0.0,4,Auto,12155.66382891294
84,2021-11-01 22:40:24.120603016,2021-08-31 22:40:24.120603016,2021-11-01 22:40:24.120603016,Initial Reserve,0.0,4257.095649540888,1,Auto,0.0
84,2022-05-27 22:40:24.120603016,2021-08-31 22:40:24.120603016,2021-11-01 22:40:24.120603016,Partial Payment,2763.614262939983,1493.4813866009054,2,Auto,2763.614262939983
84,2022-12-20 22:40:24.120603016,2021-08-31 22:40:24.120603016,2021-11-01 22:40:24.120603016,Partial Payment,885.4701114437282,608.0112751571771,3,Auto,3649.0843743837113
84,2023-07-15 22:40:24.120603016,2021-08-31 22:40:24.120603016,2021-11-01 22:40:24.120603016,Final Payment,608.0112751571771,0.0,4,Auto,4257.095649540888
85,2021-09-12 06:45:13.567839192,2021-09-08 06:45:13.567839192,2021-09-12 06:45:13.567839192,Initial Reserve,0.0,12245.307395677872,1,Auto,0.0
85,2023-02-08 06:45:13.567839192,2021-09-08 06:45:13.567839192,2021-09-12 06:45:13.567839192,Final Payment,12245.307395677872,0.0,2,Auto,12245.307395677872
86,2021-10-25 14:50:03.015075376,2021-09-15 14:50:03.015075376,2021-10-25 14:50:03.015075376,Initial Reserve,0.0,2600.3208865987535,1,Auto,0.0
86,2022-02-17 02:50:03.015075376,2021-09-15 14:50:03.015075376,2021-10-25 14:50:03.015075376,Partial Payment,1039.7830412404514,1560.537845358302,2,Auto,1039.7830412404514
86,2022-06-11 14:50:03.015075376,2021-09-15 14:50:03.015075376,2021-10-25 14:50:03.015075376,Final Payment,1560.537845358302,0.0,3,Auto,2600.3208865987535
87,2021-10-09 22:54:52.462311552,2021-09-22 22:54:52.462311552,2021-10-09 22:54:52.462311552,Initial Reserve,0.0,2220.128400752241,1,Property,0.0
87,2023-06-01 22:54:52.462311552,2021-09-22 22:54:52.462311552,2021-10-09 22:54:52.462311552,Final Payment,2220.128400752241,0.0,2,Property,2220.128400752241
88,2021-12-17 06:59:41.909547736,2021-09-30 06:59:41.909547736,2021-12-17 06:59:41.909547736,Initial Reserve,0.0,3922.7660716966266,1,Property,0.0
88,2022-09-26 18:59:41.909547736,2021-09-30 06:59:41.909547736,2021-12-17 06:59:41.909547736,Partial Payment,1238.694684689611,2684.071387007016,2,Property,1238.694684689611
88,2023-07-07 06:59:41.909547736,2021-09-30 06:59:41.909547736,2021-12-17 06:59:41.909547736,Final Payment,2684.071387007016,0.0,3,Property,3922.7660716966266
89,2021-10-22 15:04:31.356783920,2021-10-07 15:04:31.356783920,2021-10-22 15:04:31.356783920,Initial Reserve,0.0,6165.534154643156,1,Liability,0.0
89,2022-05-25 15:04:31.356783920,2021-10-07 15:04:31.356783920,2021-10-22 15:04:31.356783920,Partial Payment,2294.9976295405672,3870.536525102589,2,Liability,2294.9976295405672
89,2022-12-26 15:04:31.356783920,2021-10-07 15:04:31.356783920,2021-10-22 15:04:31.356783920,Final Payment,3870.536525102589,0.0,3,Liability,6165.534154643156
90,2021-11-13 23:09:20.804020096,2021-10-14 23:09:20.804020096,2021-11-13 23:09:20.804020096,Initial Reserve,0.0,4783.267511093078,1,Auto,0.0
90,2023-01-07 23:09:20.804020096,2021-10-14 23:09:20.804020096,2021-11-13 23:09:20.804020096,Final Payment,4783.267511093078,0.0,2,Auto,4783.267511093078
91,2021-12-16 07:14:10.251256280,2021-10-22 07:14:10.251256280,2021-12-16 07:14:10.251256280,Initial Reserve,0.0,1482.7457259003322,1,Auto,0.0
91,2022-09-16 07:14:10.251256280,2021-10-22 07:14:10.251256280,2021-12-16 07:14:10.251256280,Partial Payment,621.180905683042,861.5648202172902,2,Auto,621.180905683042
91,2023-06-17 07:14:10.251256280,2021-10-22 07:14:10.251256280,2021-12-16 07:14:10.251256280,Final Payment,861.5648202172902,0.0,3,Auto,1482.7457259003322
92,2022-01-16 15:18:59.698492456,2021-10-29 15:18:59.698492456,2022-01-16 15:18:59.698492456,Initial Reserve,0.0,4553.465962179782,1,Property,0.0
92,2022-09-26 15:18:59.698492456,2021-10-29 15:18:59.698492456,2022-01-16 15:18:59.698492456,Partial Payment,2229.7671063865387,2323.698855793243,2,Property,2229.7671063865387
92,2023-06-06 15:18:59.698492456,2021-10-29 15:18:59.698492456,2022-01-16 15:18:59.698492456,Final Payment,2323.698855793243,0.0,3,Property,4553.465962179782
93,2021-11-15 23:23:49.145728640,2021-11-05 23:23:49.145728640,2021-11-15 23:23:49.145728640,Initial Reserve,0.0,2104.208016928449,1,Property,0.0
93,2022-06-19 11:23:49.145728640,2021-11-05 23:23:49.145728640,2021-11-15 23:23:49.145728640,Partial Payment,1070.9868143943625,1033.2212025340866,2,Property,1070.9868143943625
93,2023-01-20 23:23:49.145728640,2021-11-05 23:23:49.145728640,2021-11-15 23:23:49.145728640,Final Payment,1033.2212025340866,0.0,3,Property,2104.208016928449
94,2021-12-07 07:28:38.592964824,2021-11-13 07:28:38.592964824,2021-12-07 07:28:38.592964824,Initial Reserve,0.0,5597.232542457459,1,Property,0.0
94,2022-02-07 23:28:38.592964824,2021-11-13 07:28:38.592964824,2021-12-07 07:28:38.592964824,Partial Payment,2495.687887860101,3101.544654597358,2,Property,2495.687887860101
94,2022-04-11 15:28:38.592964824,2021-11-13 07:28:38.592964824,2021-12-07 07:28:38.592964824,Partial Payment,1626.0495379857052,1475.495116611653,3,Property,4121.737425845806
94,2022-06-13 07:28:38.592964824,2021-11-13 07:28:38.592964824,2021-12-07 07:28:38.592964824,Final Payment,1475.495116611653,0.0,4,Property,5597.232542457459
95,2021-12-11 15:33:28.040201000,2021-11-20 15:33:28.040201000,2021-12-11 15:33:28.040201000,Initial Reserve,0.0,4904.508982514408,1,Property,0.0
95,2022-06-29 15:33:28.040201000,2021-11-20 15:33:28.040201000,2021-12-11 15:33:28.040201000,Final Payment,4904.508982514408,0.0,2,Property,4904.508982514408
96,2021-12-14 23:38:17.487437184,2021-11-27 23:38:17.487437184,2021-12-14 23:38:17.487437184,Initial Reserve,0.0,3348.117115384939,1,Auto,0.0
96,2022-06-29 11:38:17.487437184,2021-11-27 23:38:17.487437184,2021-12-14 23:38:17.487437184,Partial Payment,1771.057206087737,1577.059909297202,2,Auto,1771.057206087737
96,2023-01-11 23:38:17.487437184,2021-11-27 23:38:17.487437184,2021-12-14 23:38:17.487437184,Final Payment,1577.059909297202,0.0,3,Auto,3348.117115384939
97,2022-06-17 07:43:06.934673360,2021-12-05 07:43:06.934673360,2022-06-17 07:43:06.934673360,Initial Reserve,0.0,3859.568390882257,1,Property,0.0
97,2023-08-17 07:43:06.934673360,2021-12-05 07:43:06.934673360,2022-06-17 07:43:06.934673360,Final Payment,3859.568390882257,0.0,2,Property,3859.568390882257
98,2022-01-31 15:47:56.381909544,2021-12-12 15:47:56.381909544,2022-01-31 15:47:56.381909544,Initial Reserve,0.0,2917.34660399562,1,Auto,0.0
98,2022-10-19 15:47:56.381909544,2021-12-12 15:47:56.381909544,2022-01-31 15:47:56.381909544,Partial Payment,1593.8785334265106,1323.4680705691096,2,Auto,1593.8785334265106
98,2023-07-07 15:47:56.381909544,2021-12-12 15:47:56.381909544,2022-01-31 15:47:56.381909544,Final Payment,1323.4680705691096,0.0,3,Auto,2917.34660399562
99,2021-12-28 23:52:45.829145728,2021-12-19 23:52:45.829145728,2021-12-28 23:52:45.829145728,Initial Reserve,0.0,4605.95830160631,1,Auto,0.0
99,2022-04-07 11:52:45.829145728,2021-12-19 23:52:45.829145728,2021-12-28 23:52:45.829145728,Partial Payment,3206.375807925994,1399.5824936803156,2,Auto,3206.375807925994
99,2022-07-15 23:52:45.829145728,2021-12-19 23:52:45.829145728,2021-12-28 23:52:45.829145728,Final Payment,1399.5824936803156,0.0,3,Auto,4605.95830160631
100,2022-03-20 07:57:35.276381904,2021-12-27 07:57:35.276381904,2022-03-20 07:57:35.276381904,Initial Reserve,0.0,9110.91849811163,1,Auto,0.0
100,2022-05-15 23:57:35.276381904,2021-12-27 07:57:35.276381904,2022-03-20 07:57:35.276381904,Partial Payment,4132.5810323441,4978.33746576753,2,Auto,4132.5810323441
100,2022-07-11 15:57:35.276381904,2021-12-27 07:57:35.276381904,2022-03-20 07:57:35.276381904,Partial Payment,3350.6001542456524,1627.737311521878,3,Auto,7483.1811865897525
100,2022-09-06 07:57:35.276381904,2021-12-27 07:57:35.276381904,2022-03-20 07:57:35.276381904,Final Payment,1627.737311521878,0.0,4,Auto,9110.91849811163
101,2022-10-06 16:02:24.723618088,2022-01-03 16:02:24.723618088,2022-10-06 16:02:24.723618088,Initial Reserve,0.0,3600.2910237581377,1,Auto,0.0
101,2022-10-26 00:02:24.723618088,2022-01-03 16:02:24.723618088,2022-10-06 16:02:24.723618088,Partial Payment,2184.9277511958812,1415.3632725622565,2,Auto,2184.9277511958812
101,2022-11-14 08:02:24.723618088,2022-01-03 16:02:24.723618088,2022-10-06 16:02:24.723618088,Partial Payment,652.1602830606428,763.2029895016137,3,Auto,2837.088034256524
101,2022-12-03 16:02:24.723618088,2022-01-03 16:02:24.723618088,2022-10-06 16:02:24.723618088,Final Payment,763.2029895016137,0.0,4,Auto,3600.2910237581377
102,2022-04-14 00:07:14.170854272,2022-01-11 00:07:14.170854272,2022-04-14 00:07:14.170854272,Initial Reserve,0.0,6272.329130774921,1,Property,0.0
102,2023-02-09 00:07:14.170854272,2022-01-11 00:07:14.170854272,2022-04-14 00:07:14.170854272,Final Payment,6272.329130774921,0.0,2,Property,6272.329130774921
103,2022-01-25 08:12:03.618090448,2022-01-18 08:12:03.618090448,2022-01-25 08:12:03.618090448,Initial Reserve,0.0,3616.761272278297,1,Auto,0.0
103,2022-06-03 16:12:03.618090448,2022-01-18 08:12:03.618090448,2022-01-25 08:12:03.618090448,Partial Payment,1840.959252213851,1775.802020064446,2,Auto,1840.959252213851
103,2022-10-11 00:12:03.618090448,2022-01-18 08:12:03.618090448,2022-01-25 08:12:03.618090448,Partial Payment,1052.888507793228,722.913512271218,3,Auto,2893.847760007079
103,2023-02-17 08:12:03.618090448,2022-01-18 08:12:03.618090448,2022-01-25 08:12:03.618090448,Final Payment,722.913512271218,0.0,4,Auto,3616.761272278297
104,2022-02-14 16:16:53.065326632,2022-01-25 16:16:53.065326632,2022-02-14 16:16:53.065326632,Initial Reserve,0.0,2791.0851308233646,1,Property,0.0
104,2022-08-04 16:16:53.065326632,2022-01-25 16:16:53.065326632,2022-02-14 16:16:53.065326632,Final Payment,2791.0851308233646,0.0,2,Property,2791.0851308233646
105,2022-05-31 00:21:42.512562808,2022-02-02 00:21:42.512562808,2022-05-31 00:21:42.512562808,Initial Reserve,0.0,5316.142174424564,1,Liability,0.0
105,2022-08-26 12:21:42.512562808,2022-02-02 00:21:42.512562808,2022-05-31 00:21:42.512562808,Partial Payment,2091.599459378929,3224.5427150456344,2,Liability,2091.599459378929
105,2022-11-22 00:21:42.512562808,2022-02-02 00:21:42.512562808,2022-05-31 00:21:42.512562808,Final Payment,3224.5427150456344,0.0,3,Liability,5316.142174424564
106,2022-02-25 08:26:31.959798992,2022-02-09 08:26:31.959798992,2022-02-25 08:26:31.959798992,Initial Reserve,0.0,2667.944230809929,1,Auto,0.0
106,2023-11-01 08:26:31.959798992,2022-02-09 08:26:31.959798992,2022-02-25 08:26:31.959798992,Final Payment,2667.944230809929,0.0,2,Auto,2667.944230809929
107,2022-04-09 16:31:21.407035176,2022-02-16 16:31:21.407035176,2022-04-09 16:31:21.407035176,Initial Reserve,0.0,3553.905628737626,1,Auto,0.0
107,2022-08-12 00:31:21.407035176,2022-02-16 16:31:21.407035176,2022-04-09 16:31:21.407035176,Partial Payment,1243.0674227427512,2310.838205994875,2,Auto,1243.0674227427512
107,2022-12-14 08:31:21.407035176,2022-02-16 16:31:21.407035176,2022-04-09 16:31:21.407035176,Partial Payment,1577.3002356918857,733.5379703029892,3,Auto,2820.3676584346367
107,2023-04-17 16:31:21.407035176,2022-02-16 16:31:21.407035176,2022-04-09 16:31:21.407035176,Final Payment,733.5379703029892,0.0,4,Auto,3553.905628737626
108,2022-05-07 00:36:10.854271352,2022-02-24 00:36:10.854271352,2022-05-07 00:36:10.854271352,Initial Reserve,0.0,3009.419796269661,1,Property,0.0
108,2023-06-20 00:36:10.854271352,2022-02-24 00:36:10.854271352,2022-05-07 00:36:10.854271352,Final Payment,3009.419796269661,0.0,2,Property,3009.419796269661
109,2022-03-16 08:41:00.301507536,2022-03-03 08:41:00.301507536,2022-03-16 08:41:00.301507536,Initial Reserve,0.0,15658.619005529425,1,Auto,0.0
